Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Corey Seager","TEX",135,569,512,147,85,33,2,27,87,109,49,2,107,4,4,0,,4,0,0.287109375,0.08611599297012303,0.18804920913884007,0.45794392523364486,0.351493848857645,0.517578125,0.3671647343896264,0.869071973857645,0.23046875,4.178123062860273,0.31413612565445026,,0.36831701919436455,94.14463374328722,22.7565547556888,131.85839769423683,0.36831701919436455,,23.52944432136525,8.872045760011758,5.182142246999545,,,,,,,,838.6999999999999,6.212592592592592,838.6999999999999,6.212592592592592,,,,,,,,,,,,,,,,,,,"Corey Seager","13624",608369
"Fernando Tatis Jr.","SDP",119,524,461,131,75,22,6,28,89,94,52,2,136,8,3,0,,24,8,0.2841648590021692,0.09923664122137404,0.2595419847328244,0.38235294117647056,0.36450381679389315,0.5401301518438177,0.3811490976490737,0.904633968637711,0.25596529284164854,7.369624488484429,0.3433333333333333,,0.9009701530449092,92.8815743399634,27.1393012476935,143.16697217660862,0.9009701530449092,,29.801537751484563,3.65601422378836,5.124236672901905,,,,,,,,837,7.033613445378151,837,7.033613445378151,,,,,,,,,,,,,,,,,,,"Fernando Tatis Jr.","19709",665487
"Christian Yelich","MIL",140,618,524,143,79,29,3,32,97,88,85,7,150,6,3,0,,18,4,0.2729007633587786,0.13754045307443366,0.24271844660194175,0.5666666666666667,0.3786407766990291,0.5229007633587787,0.3805377887235726,0.9015415400578077,0.25000000000000006,5.615840331480468,0.3217391304347826,,1.3441806179471314,109.22479544446406,31.689061148619032,138.54175638633834,1.3441806179471314,,31.77709014999283,-6.532169310977219,5.089764722069347,,,,,,,,974.8,6.962857142857143,974.8,6.962857142857143,,,,,,,,,,,,,,,,,,,"Christian Yelich","11477",592885
"Trea Turner","PHI",144,650,593,176,108,34,8,26,108,84,51,1,111,4,2,0,,38,8,0.29679595278246207,0.07846153846153846,0.17076923076923076,0.4594594594594595,0.3553846153846154,0.5126475548060708,0.3685433611113044,0.8680321701906862,0.21585160202360876,7.694873574014329,0.32751091703056767,,3.6089201448485255,108.30264015973474,26.75211056054497,129.60639625668549,3.6089201448485255,,28.196874715508166,4.7149029505526165,4.938518316210837,,,,,,,,996,6.916666666666667,996,6.916666666666667,,,,,,,,,,,,,,,,,,,"Trea Turner","16252",607208
"Trevor Story","BOS",153,650,587,160,86,35,6,33,96,86,57,2,176,4,2,0,,27,7,0.272572402044293,0.0876923076923077,0.27076923076923076,0.32386363636363635,0.34,0.5212947189097104,0.36302286864798744,0.8612947189097104,0.24872231686541735,6.893679820129283,0.33421052631578946,,1.8974891542457044,105.27517262701495,23.72464302782519,112.56845447391784,1.8974891542457044,,12.335523724505588,12.844902826574955,4.76895219168782,,,,,,,,969.5999999999999,6.337254901960784,969.5999999999999,6.337254901960784,,,,,,,,,,,,,,,,,,,"Trevor Story","12564",596115
"Nolan Arenado","STL",144,613,546,143,86,27,3,27,78,83,57,10,91,3,7,0,,2,2,0.2619047619047619,0.0929853181076672,0.14845024469820556,0.6263736263736264,0.33115823817292006,0.4706959706959707,0.3357645030045391,0.8018542088688907,0.20879120879120877,3.085762262944405,0.26666666666666666,,-0.9009003229439259,85.184874864244,8.276452334546565,112.89684788060089,-0.9009003229439259,,9.200173607044935,12.182351863082895,4.692806191539447,,,,,,,,782.1999999999999,5.431944444444444,782.1999999999999,5.431944444444444,,,,,,,,,,,,,,,,,,,"Nolan Arenado","9777",571448
"Manny Machado","SDP",151,650,582,158,94,29,2,33,84,116,60,7,110,2,6,0,,11,5,0.27147766323024053,0.09230769230769231,0.16923076923076924,0.5454545454545454,0.3384615384615385,0.49828178694158076,0.3511406225883757,0.8367433254031192,0.22680412371134023,4.020350049293935,0.2808988764044944,,-0.4459901158697903,98.75888546598736,17.2083558667976,123.35130291265601,-0.4459901158697903,,18.947142712731246,5.3883009994121105,4.6867720048256505,,,,,,,,901.4,5.96953642384106,901.4,5.96953642384106,,,,,,,,,,,,,,,,,,,"Manny Machado","11493",592518
"Yasmani Grandal",,131,522,437,99,56,19,1,23,62,74,78,1,142,3,4,0,,2,1,0.22654462242562928,0.14942528735632185,0.2720306513409962,0.5492957746478874,0.3448275862068966,0.43249427917620137,0.33784458184196486,0.777321865383098,0.20594965675057209,2.5279257846359755,0.2753623188405797,,-0.4662916548550129,73.45525034280638,7.963901956995528,113.66420771382705,-0.4662916548550129,,8.320635677745145,16.599947318828924,4.648973539886697,,,,,,,,638.4,4.873282442748091,638.4,4.873282442748091,,,,,,,,,,,,,,,,,,,"Yasmani Grandal","11368",518735
"Gleyber Torres","DET",148,594,521,148,89,25,1,33,85,106,63,2,123,5,5,0,,8,2,0.2840690978886756,0.10606060606060606,0.20707070707070707,0.5121951219512195,0.36363636363636365,0.525911708253359,0.37607445930306976,0.8895480718897226,0.24184261036468335,3.8567057831198914,0.3108108108108108,,0.2387910415418446,102.74622208575074,28.221584267414254,141.20117829278013,0.2387910415418446,,30.38815523680587,-0.5623810858953577,4.488680528411917,,,,,,,,909.8,6.147297297297297,909.8,6.147297297297297,,,,,,,,,,,,,,,,,,,"Gleyber Torres","16997",650402
"Ozzie Albies","ATL",152,659,609,174,102,38,6,28,105,91,43,2,115,4,3,0,,18,3,0.2857142857142857,0.06525037936267071,0.17450682852807284,0.3739130434782609,0.3353566009104704,0.5057471264367817,0.35524290482566057,0.8411037273472521,0.22003284072249596,6.491886030486345,0.31130063965884863,,1.8295755204744637,102.4071795417221,19.727488763466635,119.87605203185363,1.8295755204744637,,18.565088827464887,7.641369572672544,4.310441019950472,,,,,,,,939.8000000000001,6.182894736842106,939.8000000000001,6.182894736842106,,,,,,,,,,,,,,,,,,,"Ozzie Albies","16556",645277
"Carlos Correa","MIN",122,508,446,124,76,23,1,24,67,91,53,4,113,3,6,0,,2,0,0.27802690582959644,0.10433070866141732,0.22244094488188976,0.4690265486725664,0.3543307086614173,0.49551569506726456,0.35919117880245993,0.8498464037286819,0.21748878923766812,2.9399818607050987,0.31746031746031744,,-0.006289869546890259,80.63433470720125,16.899459266603706,129.43476642871562,-0.006289869546890259,,18.414420866907356,6.7996473139976485,4.265395771955858,,,,,,,,718.1999999999999,5.886885245901639,718.1999999999999,5.886885245901639,,,,,,,,,,,,,,,,,,,"Carlos Correa","14162",621043
"Aaron Judge","NYY",115,499,420,107,56,17,1,33,82,88,72,3,155,4,3,0,,3,3,0.25476190476190474,0.14428857715430862,0.3106212424849699,0.4645161290322581,0.3667334669338677,0.5357142857142857,0.3799797551285836,0.9024477526481534,0.28095238095238095,3.319962081562423,0.3148936170212766,,-1.1132900104857981,87.95790064741006,25.352186385878223,143.87578652517064,-1.1132900104857981,,25.85836133161639,3.98955885401058,4.236873128673142,,,,,,,,769.6999999999999,6.6930434782608685,769.6999999999999,6.6930434782608685,,,,,,,,,,,,,,,,,,,"Aaron Judge","15640",592450
"DJ LeMahieu","NYY",134,598,546,167,120,26,3,18,92,74,43,0,81,3,5,1,,6,3,0.3058608058608059,0.07190635451505016,0.1354515050167224,0.5308641975308642,0.35678391959798994,0.4633699633699634,0.35280814082977957,0.8201538829679533,0.1575091575091575,4.436539780387333,0.32964601769911506,,-0.6307331686839461,91.69949246041357,16.673005229158996,125.26684458122477,-0.6307331686839461,,17.983033671340642,8.877236747797765,4.210958721987502,,,,,,,,791.9,5.909701492537313,791.9,5.909701492537313,,,,,,,,,,,,,,,,,,,"DJ LeMahieu","9874",518934
"Kyle Tucker","CHC",151,616,557,154,89,31,7,27,93,103,50,3,127,4,5,0,,24,4,0.2764811490125673,0.08116883116883117,0.20616883116883117,0.3937007874015748,0.33766233766233766,0.5026929982046678,0.3540406330180207,0.8403553358670055,0.22621184919210052,7.156483386890942,0.3112745098039216,,2.6171858478337526,95.10022810052946,17.815418511143474,125.90732759389878,2.6171858478337526,,22.277271495646385,-2.060123437716637,4.164887178028675,,,,,,,,885.4,5.863576158940397,885.4,5.863576158940397,,,,,,,,,,,,,,,,,,,"Kyle Tucker","18345",663656
"J.T. Realmuto","PHI",139,571,518,141,83,29,3,26,84,98,40,2,125,9,4,0,,8,2,0.2722007722007722,0.07005253940455342,0.21891418563922943,0.32,0.3327495621716287,0.49034749034749037,0.34867637668636436,0.823097052519119,0.21814671814671815,5.239518971506951,0.30997304582210244,,0.31814453285187483,85.56872461575706,13.929720921699596,116.53399153877544,0.31814453285187483,,12.380644277927173,14.410152927557906,4.132023530951104,,,,,,,,773.8,5.566906474820144,773.8,5.566906474820144,,,,,,,,,,,,,,,,,,,"J.T. Realmuto","11739",592663
"Luis Robert Jr.","CHW",135,580,535,141,84,24,6,27,79,89,32,0,167,8,5,0,,24,8,0.2635514018691589,0.05517241379310345,0.28793103448275864,0.19161676646706588,0.3120689655172414,0.4822429906542056,0.33589835166931153,0.794311956171447,0.21869158878504674,6.946309075381602,0.32947976878612717,,0.9295374099165201,80.66456428909301,7.896399415969833,112.3312988960372,0.9295374099165201,,9.740409465447053,7.191099296101116,4.119236571240875,,,,,,,,755.4,5.595555555555555,755.4,5.595555555555555,,,,,,,,,,,,,,,,,,,"Luis Robert Jr.","20043",673357
"Freddie Freeman","LAD",143,625,533,158,89,39,2,28,98,111,82,12,112,7,3,0,,6,3,0.2964352720450281,0.1312,0.1792,0.7321428571428571,0.3952,0.5347091932457786,0.39050281709014495,0.9299091932457786,0.23827392120075047,3.8085326609150023,0.3282828282828283,,-0.6307331686839461,115.71665675764945,37.30268598919775,143.15943308656418,-0.6307331686839461,,33.834343320820885,-8.872216448231628,4.098530129553504,,,,,,,,1009.5,7.059440559440559,1009.5,7.059440559440559,,,,,,,,,,,,,,,,,,,"Freddie Freeman","5361",518692
"Matt Olson","ATL",144,594,514,122,60,22,1,39,81,109,71,5,174,7,2,0,,2,0,0.23735408560311283,0.11952861952861953,0.29292929292929293,0.40804597701149425,0.3367003367003367,0.5116731517509727,0.3567982630737771,0.8483734884513094,0.2743190661478599,2.803587401794845,0.2739273927392739,,-0.022160567808896303,93.08580004522196,18.56116222688548,132.4406283385091,-0.022160567808896303,,23.71658572606362,-3.3926984317718976,4.0967455838566185,,,,,,,,843.0999999999999,5.85486111111111,843.0999999999999,5.85486111111111,,,,,,,,,,,,,,,,,,,"Matt Olson","14344",621566
"Xander Bogaerts","SDP",149,639,572,165,98,38,2,27,95,94,60,4,116,3,4,0,,13,1,0.28846153846153844,0.09389671361502347,0.18153364632237873,0.5172413793103449,0.3568075117370892,0.5034965034965035,0.3644198579112376,0.8603040152335928,0.2150349650349651,5.108751298538145,0.3187066974595843,,1.6670514452271163,104.24674410477175,24.07630039110674,126.7775301091048,1.6670514452271163,,22.74621876014291,1.7436506029159293,4.090025821911572,,,,,,,,938.3,6.29731543624161,938.3,6.29731543624161,,,,,,,,,,,,,,,,,,,"Xander Bogaerts","12161",593428
"Ketel Marte","ARI",153,635,580,167,104,35,9,19,79,69,45,2,86,6,4,0,,7,2,0.28793103448275864,0.07086614173228346,0.13543307086614173,0.5232558139534884,0.34330708661417325,0.47758620689655173,0.34938726568297374,0.8208932935107249,0.1896551724137931,5.546312326835427,0.3089770354906054,,0.045139317866414785,95.54047359936887,15.871879298621938,116.66199338116247,0.045139317866414785,,13.56350470512189,5.153186294206936,4.086772827841566,,,,,,,,847.2999999999998,5.537908496732025,847.2999999999998,5.537908496732025,,,,,,,,,,,,,,,,,,,"Ketel Marte","13613",606466
"Luis Arraez","SDP",150,609,552,173,134,32,2,5,78,45,52,0,46,1,4,0,,5,3,0.3134057971014493,0.08538587848932677,0.0755336617405583,1.1304347826086956,0.37110016420361247,0.4057971014492754,0.34147157849153664,0.7768972656528879,0.09239130434782611,3.6025689065628645,0.3326732673267327,,-0.8973901043646038,87.56139233123923,11.154819214459899,118.12254642130907,-0.8973901043646038,,12.698842631861957,2.58765431502719,4.0828750098145195,,,,,,,,728.1,4.854,728.1,4.854,,,,,,,,,,,,,,,,,,,"Luis Arraez","18568",650333
"Jeimer Candelario","CIN",140,580,516,130,76,30,4,20,72,72,56,1,143,6,2,0,,3,1,0.25193798449612403,0.09655172413793103,0.24655172413793103,0.3916083916083916,0.3310344827586207,0.4418604651162791,0.3330486265488857,0.7728949478748998,0.18992248062015504,4.194475319924054,0.30985915492957744,,-0.26946579152718186,79.2700618420115,6.50189696888833,112.19606292163064,-0.26946579152718186,,8.444778416617053,7.861099372395062,4.05838980860787,,,,,,,,698.7,4.990714285714286,698.7,4.990714285714286,,,,,,,,,,,,,,,,,,,"Jeimer Candelario","13621",600869
"Yoán Moncada",,141,609,545,142,87,26,5,24,81,81,57,2,183,4,3,0,,9,4,0.26055045871559634,0.09359605911330049,0.30049261083743845,0.3114754098360656,0.3333333333333333,0.45871559633027525,0.3387285647714354,0.7920489296636086,0.1981651376146789,5.229318524076033,0.3460410557184751,,-0.4018590347841382,86.15199453229921,9.745421415519894,114.26961844993785,-0.4018590347841382,,10.30375865227449,4.577654235156966,4.043477897628205,,,,,,,,768.5999999999999,5.451063829787233,768.5999999999999,5.451063829787233,,,,,,,,,,,,,,,,,,,"Yoan Moncada","17232",660162
"Paul DeJong",,145,595,531,130,78,28,1,23,76,83,48,1,153,10,6,0,,4,2,0.2448210922787194,0.08067226890756303,0.2571428571428571,0.3137254901960784,0.31596638655462184,0.4312617702448211,0.32106106811099583,0.747228156799443,0.1864406779661017,3.486230670653157,0.296398891966759,,-0.49772617733106017,75.3023736272342,0.652273455668197,103.1876439871946,-0.49772617733106017,,1.925591078154699,13.328641956235156,4.020055250549759,,,,,,,,676.1,4.662758620689655,676.1,4.662758620689655,,,,,,,,,,,,,,,,,,,"Paul DeJong","18015",657557
"Whit Merrifield",,147,653,605,173,119,34,4,16,85,65,37,2,101,6,5,0,,28,9,0.2859504132231405,0.05666156202143951,0.1546707503828484,0.36633663366336633,0.33078101071975496,0.43471074380165287,0.3284845987589495,0.7654917545214078,0.14876033057851235,6.090866959026741,0.3184584178498986,,1.1806597262620926,86.73266661395084,4.805749955072503,104.52680819786647,1.1806597262620926,,4.822218733325105,7.739324079689595,4.005426764441988,,,,,,,,792.6,5.391836734693878,792.6,5.391836734693878,,,,,,,,,,,,,,,,,,,"Whit Merrifield","11281",593160
"Max Kepler","PHI",139,570,499,124,65,30,2,27,82,75,62,1,102,6,3,0,,5,3,0.24849699398797595,0.10877192982456141,0.17894736842105263,0.6078431372549019,0.3368421052631579,0.4789579158316633,0.3480805363931639,0.8158000210948212,0.23046092184368736,3.862496008818259,0.26005361930294907,,-0.7228124234825373,85.13232181850522,13.618780477677285,122.64880358619075,-0.7228124234825373,,15.181034897227585,0.3369311024902988,3.939130245851211,,,,,,,,752.6999999999999,5.415107913669064,752.6999999999999,5.415107913669064,,,,,,,,,,,,,,,,,,,"Max Kepler","12144",596146
"Jose Altuve","HOU",134,587,529,153,101,27,2,23,89,71,50,1,89,5,2,1,,13,7,0.2892249527410208,0.08517887563884156,0.151618398637138,0.5617977528089888,0.35494880546075086,0.4782608695652174,0.3574081981283987,0.8332096750259683,0.18903591682419663,4.684038358533827,0.31026252983293556,,-0.934252284001559,92.29090101821824,18.6444996724884,128.2136618051216,-0.934252284001559,,19.468071429436186,-0.5831804916061141,3.931809148378599,,,,,,,,803.8,5.998507462686566,803.8,5.998507462686566,,,,,,,,,,,,,,,,,,,"Jose Altuve","5417",514888
,,149,667,595,159,102,32,3,22,93,103,60,2,113,5,5,2,,18,2,0.2672268907563025,0.08995502248875563,0.16941529235382308,0.5309734513274337,0.3368421052631579,0.44201680672268906,0.33487954290743865,0.7788589119858469,0.17478991596638654,5.722172591693737,0.2946236559139785,,2.207049674820155,92.19091608833105,8.507526484239408,112.61353046069142,2.207049674820155,,12.956493441402474,2.710764246783069,3.904410034052018,,,,,,,,835.7,5.608724832214765,835.7,5.608724832214765,,,,,,,,,,,,,,,,,,,"undefined",,
"Javier Báez","DET",156,606,571,152,88,31,4,29,85,91,27,5,170,4,3,1,,12,5,0.266199649737303,0.04455445544554455,0.28052805280528054,0.1588235294117647,0.30247933884297523,0.4868651488616462,0.3299299561977386,0.7893444877046214,0.22066549912434325,5.703625588155009,0.328,,-0.13489522505551577,81.22902575323975,5.198839696149009,105.94620686762946,-0.13489522505551577,,4.469113481255847,8.939894170357437,3.887487746003125,,,,,,,,767.3,4.918589743589743,767.3,4.918589743589743,,,,,,,,,,,,,,,,,,,"Javier Baez","12979",595879
"Josh Donaldson",,110,458,381,93,53,18,0,22,59,61,70,2,107,5,2,0,,2,1,0.2440944881889764,0.15283842794759825,0.2336244541484716,0.6542056074766355,0.36681222707423583,0.4645669291338583,0.35912651738576723,0.8313791562080941,0.2204724409448819,2.1437492594197245,0.2795275590551181,,-0.4345502583310008,72.67289830989897,15.21114053077758,130.21383144006887,-0.4345502583310008,,16.612661525269456,3.252833679730159,3.8845012655590225,,,,,,,,624.8,5.68,624.8,5.68,,,,,,,,,,,,,,,,,,,"Josh Donaldson","5038",518626
"Marcus Semien","TEX",147,660,592,157,94,31,4,28,95,96,64,1,116,1,3,0,,11,4,0.2652027027027027,0.09696969696969697,0.17575757575757575,0.5517241379310345,0.33636363636363636,0.47297297297297297,0.34558413531602966,0.8093366093366093,0.20777027027027029,5.04489032362759,0.2860310421286031,,-0.03994870465248823,97.1841655446089,14.379012413123913,115.53862209234221,-0.03994870465248823,,12.593982760595448,9.125132298974133,3.8766903864985327,,,,,,,,867.7999999999998,5.903401360544216,867.7999999999998,5.903401360544216,,,,,,,,,,,,,,,,,,,"Marcus Semien","12533",543760
"Bryce Harper","PHI",145,629,510,132,67,29,2,34,100,116,108,14,154,5,5,1,,14,4,0.25882352941176473,0.17170111287758347,0.24483306836248012,0.7012987012987013,0.39012738853503187,0.5235294117647059,0.38236308311406486,0.9136568002997378,0.2647058823529412,4.906046346321646,0.2996941896024465,,0.5346581870689988,112.13758725571128,33.22176707434151,138.77852851751166,0.5346581870689988,,31.699538886460097,-9.263421440460906,3.863552059996158,,,,,,,,998.6999999999999,6.887586206896551,998.6999999999999,6.887586206896551,,,,,,,,,,,,,,,,,,,"Bryce Harper","11579",547180
"Jorge Polanco","SEA",148,635,577,161,107,32,5,17,79,72,46,1,102,3,5,4,,9,5,0.27902946273830154,0.07244094488188976,0.16062992125984252,0.45098039215686275,0.3328050713153724,0.44020797227036396,0.3319317206503853,0.7730130435857363,0.16117850953206242,4.838332102405356,0.31101511879049676,,-0.865034959744662,86.18866831999432,6.520074019247397,111.58901261035342,-0.865034959744662,,8.20068370042528,3.5595590256719563,3.850761169647079,,,,,,,,755.8,5.106756756756757,755.8,5.106756756756757,,,,,,,,,,,,,,,,,,,"Jorge Polanco","13152",593871
"Ramón Laureano","BAL",132,534,471,117,64,26,2,25,74,75,44,0,149,13,6,0,,12,3,0.2484076433121019,0.08239700374531835,0.27902621722846443,0.2953020134228188,0.3258426966292135,0.4713375796178344,0.3398576041732388,0.7971802762470479,0.2229299363057325,5.412847565148562,0.30363036303630364,,0.7121031335555017,76.05081597211849,9.053919347553364,120.83853011550502,0.7121031335555017,,14.420618258501253,5.152081185968254,3.8095347827491164,,,,,,,,691.3999999999999,5.2378787878787865,691.3999999999999,5.2378787878787865,,,,,,,,,,,,,,,,,,,"Ramon Laureano","17128",657656
"Bo Bichette","TOR",130,545,504,144,82,33,6,23,77,95,37,2,94,1,3,0,,27,8,0.2857142857142857,0.06788990825688074,0.1724770642201835,0.39361702127659576,0.3339449541284404,0.5119047619047619,0.35594801832518747,0.8458497160332022,0.22619047619047616,6.7915476221636215,0.31025641025641026,,1.548582256771624,85.01604828692692,16.639065776837043,122.63650354724543,1.548582256771624,,16.74663422058987,7.407495566987066,3.806084948600744,,,,,,,,791.4,6.087692307692308,791.4,6.087692307692308,,,,,,,,,,,,,,,,,,,"Bo Bichette","19612",666182
"Andrelton Simmons",,131,535,497,138,101,28,2,7,63,51,32,1,53,3,3,0,,10,2,0.2776659959758551,0.059813084112149535,0.09906542056074766,0.6037735849056604,0.3233644859813084,0.3843058350100604,0.30827811974264707,0.7076703209913688,0.10663983903420526,4.8191987648057655,0.29772727272727273,,0.7022738405503333,61.9388925645582,-5.183466413236444,95.38944194013601,0.7022738405503333,,-2.336436851593887,17.73726646652087,3.778533256002117,,,,,,,,552.5999999999999,4.218320610687022,552.5999999999999,4.218320610687022,,,,,,,,,,,,,,,,,,,"Andrelton Simmons","10847",592743
"Kris Bryant","COL",133,596,515,130,74,29,3,24,86,67,62,2,137,15,4,0,,3,2,0.2524271844660194,0.1040268456375839,0.22986577181208054,0.45255474452554745,0.34731543624161076,0.4601941747572815,0.3472060502980293,0.8075096109988923,0.2077669902912621,4.117732098871605,0.29608938547486036,,-0.7421641354449093,88.57581912697832,13.800256602182785,117.35422964025751,-0.7421641354449093,,12.47307716980184,0.09988838683010037,3.7635471917128687,,,,,,,,770.9000000000001,5.79624060150376,770.9000000000001,5.79624060150376,,,,,,,,,,,,,,,,,,,"Kris Bryant","15429",592178
