IDfg,Season,Name,Projected_H,Projected_2B,Projected_3B,Projected_HR,Projected_R,Projected_RBI,Projected_BB,Projected_SH,Projected_SB,Projected_AB,Projected_PA,Projected_AVG,Projected_OBP,Projected_SLG,Projected_OPS,H,1B,2B,3B,HR,R,RBI,BB,SH,SB,wRC,WAR,G,AB,PA,AVG,BB%,OBP,SLG,OPS,ISO,wRAA,wRC+
19599,2022,Chas McCormick,81,14,1,14,49,50,30,1,4,320,360,.253,.319,.434,.754,88,60,12,2,14,47,44,46,0,4,52,2.2,119,359,407,0.245,0.113,0.332,0.407,0.738,0.162,5.3,115
9847,2022,Andrew McCutchen,109,22,1,22,73,70,67,1,6,474,552,.230,.328,.420,.748,122,80,25,0,17,66,69,57,0,8,66,0.6,134,515,580,0.237,0.098,0.316,0.384,0.7,0.148,-0.3,98
15674,2022,Reese McGuire,71,17,0,7,35,26,23,4,2,290,321,.245,.306,.376,.682,67,49,14,1,3,25,22,12,6,1,28,1.4,89,249,274,0.269,0.044,0.307,0.369,0.677,0.1,-2.9,89
19928,2022,Ryan McKenna,58,11,1,7,34,29,31,3,3,261,299,.222,.311,.352,.663,37,25,10,0,2,23,11,11,2,2,15,0.6,105,156,172,0.237,0.064,0.294,0.34,0.634,0.103,-4.2,82
19392,2022,Zach McKinstry,61,14,1,10,34,39,21,2,3,260,288,.235,.297,.412,.709,33,19,6,3,5,21,14,16,2,7,17,0.9,57,166,185,0.199,0.086,0.273,0.361,0.635,0.163,-4.4,81
15112,2022,Ryan McMahon,120,25,1,22,71,77,54,1,5,488,550,.246,.324,.436,.761,130,84,23,3,20,67,67,60,0,7,76,3.1,153,529,597,0.246,0.1009999999999999,0.327,0.414,0.741,0.168,7.6,97
15362,2022,Jeff McNeil,115,25,1,12,56,50,35,1,3,420,469,.274,.344,.424,.768,174,125,39,1,9,73,62,40,0,4,93,5.6,148,533,589,0.326,0.068,0.382,0.454,0.836,0.128,25.9,140
15672,2022,Austin Meadows,118,26,4,23,71,81,52,1,6,474,537,.249,.328,.466,.794,32,24,6,2,0,9,11,16,0,0,17,-0.2,36,128,147,0.25,0.109,0.347,0.328,0.675,0.078,-0.3,101
16403,2022,Francisco Mejia,78,16,2,10,40,39,24,1,2,316,350,.247,.312,.405,.717,70,42,22,0,6,32,31,7,0,0,27,0.3,93,289,299,0.242,0.023,0.264,0.381,0.645,0.138,-7.2,84
18889,2022,Danny Mendick,69,11,1,8,33,32,26,2,2,291,324,.237,.304,.364,.669,28,20,4,1,3,22,15,7,1,1,15,0.7,31,97,106,0.289,0.066,0.343,0.443,0.786,0.155,2.9,125
16375,2022,Oscar Mercado,73,15,1,10,42,34,26,4,9,310,344,.235,.299,.387,.686,25,14,6,1,4,17,16,5,0,2,10,-0.4,55,121,128,0.207,0.039,0.242,0.372,0.614,0.165,-4.5,72
17423,2022,Yermin Mercedes,77,13,1,10,36,42,27,1,2,299,331,.258,.321,.408,.729,17,11,5,0,1,9,8,9,0,0,9,-0.2,31,73,83,0.233,0.108,0.325,0.342,0.668,0.11,-0.5,95
11281,2022,Whit Merrifield,160,33,4,13,84,65,38,1,24,581,632,.275,.322,.413,.735,126,86,28,1,11,70,58,38,0,16,56,1.3,139,504,550,0.25,0.069,0.298,0.375,0.673,0.125,-6.7,87
